"story_id","lead_id","working_title","premise","candidate_status","episode","season","position_in_season","territory","research_question","primary_idea","supporting_ideas","philosophical_mechanism","observable_basis","role_in_season","chronology_phase","chronology_confidence","calendar_constraint","continuity_role","connected_ids","episode_1_connection","episode_100_payoff","research_status","research_stage","sources_opened","sources_total","claim_review","subject_identified","consent_status","filming_access","access_status","main_missing_item","main_unresolved_dependency"
"ST-027","SL-SQ07-002","The room shared four ways","Garment workers in the Katunayake free trade zone, described in reporting as young women from the poorer provinces living in crowded boarding houses, earn a reported average of around 35,000 rupees a month against a living-wage estimate of around 94,000.","evidenced-situation","32","S04","5","T05","SQ07","C076-I01","C001-I03; C077-I02","Wanting to be worth what others give up - Learning that someone goes without so that you can be supported can turn into a strong reason to make your own effort worth their sacrifice.","Interpretation, not a finding. Reported activity: The shift change at the zone gates, boarding-house life, the money-transfer counters, and the journey home at new year.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-028","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","The hours figures in the sources vary widely and one is from a partisan outlet. Independent confirmation is needed before any hours claim is used."
"ST-028","SL-SQ07-003","Trained here, working somewhere else","Doctors and nurses are leaving the public health service, with figures attributed to the Health Minister reporting 4,642 health workers departing between 2022 and 2025, while the colleagues who stay keep short-staffed wards running.","evidenced-situation","33","S04","6","T05","SQ07","C076-I01","C102-I01; C098-I01; C030-I01","Wanting to be worth what others give up - Learning that someone goes without so that you can be supported can turn into a strong reason to make your own effort worth their sacrifice.","Interpretation, not a finding. Reported activity: A ward running short-staffed, a departure, and the training that produced both.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","ST-027","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","The 4,642 figure is reported from a ministerial statement and the underlying dataset has not been seen. The share who return later is not established."
"ST-031","SL-SQ08-004","Forty per cent of the milk","Dairy smallholders make the morning delivery to collection centres of the state company Milco while reported figures put local production at about 40 per cent of liquid milk demand, the rest imported as powder, against a stated government aim of self-sufficiency.","evidenced-situation","34","S04","7","T05","SQ08","C066-I01","C096-I01; C080-I03; C052-I02","Deciding to move is not yet moving - Thinking about an action, even in detail, does not move the body. A further step is needed in which the intention becomes a force in the limbs, and the body's condition can allow or block it.","Interpretation, not a finding. Reported activity: The morning delivery to a collection centre, testing and weighing, the society's records, and the imported powder on the same shop shelf.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","ST-098","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Current farm-gate price per litre and whether it covers a smallholder's feed cost. Not established."
"ST-033","SL-SQ08-007","Every roof that helps the house strains the line","Reporting records the Ceylon Electricity Board restricting new rooftop solar connections in high-demand areas where the low-tension network trips from over-voltage, blocking households best placed to invest, while tariffs approved in June 2025 reportedly cut rates by 20 to 40 per cent.","evidenced-situation","35","S04","8","T05","SQ08","C086-I03","C080-I03; C098-I01; C096-I01","What steadies one person unsettles another - The same surroundings, comforts or practices can help one person settle and pull another off balance. What helps depends on which pull is already strong in that person.","Interpretation, not a finding. Reported activity: An installation, a meter, a distribution transformer, and the decision about who may connect.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","ST-090","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether the 1,000 MW target was met. The sources state the target, not the outcome."
"ST-040","SL-SQ10-004","The recipe that cannot tell you when","If a willing lineage holder can be identified, the film would follow holders of paramparika vedakama family medical lineages, described in published accounts as transmitting knowledge through prescriptions on ola-leaf manuscripts, though the one 22-generation claim found is self-reported and uncorroborated.","unverified-lead","36","S04","9","T05","SQ10","C096-I01","C073-I03; C100-I02","Knowing what helps, what harms, and what fits now - Practical wisdom may be three skills, not one: knowing what makes good things grow, what makes them decline, and what this moment calls for. A person can have one without the others.","Interpretation, not a finding. Reported activity: Reading and handling manuscripts; preparing medicines; the consultation itself, where the judgement that the text cannot carry is exercised.","Develops the season's contrast. (Proposal.)","P7","unknown","Place not established.","standalone","none","not applicable","not applicable","unverified","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Confirm the core situation (unverified lead)","The 22-generation claim is self-reported on a clinic website and is not independently corroborated. No lineage holder has been identified who would be willing to be filmed."
"ST-032","SL-SQ08-005","Told your house is not safe","The National Building Research Organisation reportedly recommended resettling 12,126 families living in high landslide-risk areas, and about 4,700 are reported resettled, leaving the families still there and the unanswered question of why some offered relocation stay.","evidenced-situation","37","S04","10","T05","SQ08","C076-I02","C098-I01; C052-I02; C102-I01","Knowing when to push and when to leave alone - Steady work on something difficult may need three different moves at different times: pushing, cooling down and simply watching. Any one of them done all the time spoils the work.","Interpretation, not a finding. Reported activity: A hazard assessment visit, a warning being issued, a house with a crack in it, and a family that has not moved.","Closes the season. Carries the shift: Readiness is made of conditions: a body, a season, a price, a road, a rule. (Proposal.)","P3","seasonal","Risk and warnings peak in the monsoon.","standalone","none","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Why families who are offered relocation do not take it. The sources give the numbers but not the reasons, and the reasons are the story."
"ST-038","SL-SQ10-002","What the fingers know about beeralu","Women in southern coastal villages such as Magalle, Weligama and Dikwella work beeralu bobbin lace, a colonial-era craft published accounts describe as slowly disappearing because the work is long and arduous, alongside revival efforts including state promotion and fashion labels.","evidenced-situation","38","S05","1","T06","SQ10","C073-I03","C032-I01","What a description cannot give you - Some things cannot be understood from another person's description. Without direct experience we rely on inference and trust, and even a little first-hand experience changes what a description can convey.","Interpretation, not a finding. Reported activity: Working a pillow of bobbins by hand at a household pace; pattern cards; selling at the fort; teaching demonstrations for visitors.","Opens the season. Puts the season's question on the table: How do we know whether we are getting anywhere? (Proposal.)","P2","unconstrained","none","standalone","ST-039","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","How many women still work beeralu commercially, and what a piece earns against the hours it takes. No reliable current figure was found."
"ST-039","SL-SQ10-003","Before you are allowed to write","A palm-leaf writing tradition that largely ended with printing persists as conservation at the National Library's Preservation and Conservation Centre and in monastic collections, though whether anyone still inscribes new text on ola as working practice is unconfirmed.","evidenced-situation","39","S05","2","T06","SQ10","C073-I03","C100-I02","What a description cannot give you - Some things cannot be understood from another person's description. Without direct experience we rely on inference and trust, and even a little first-hand experience changes what a description can convey.","Interpretation, not a finding. Reported activity: Cutting and boiling leaves with papaya pulp and pineapple leaves, sun drying, smoke storage, polishing on an areca cylinder, inscribing with a stylus, and the conservation work itself.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-038","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether anyone today inscribes new text on ola as a working practice rather than a demonstration. Not established, and the premise weakens if the answer is no."
"ST-043","SL-SQ10-007","The syllables you stop needing","Nadaswaram and thavil players in Jaffna, including at the Nallur Kandaswamy temple, keep a tradition described as brought from South India, and the question is whether the hereditary line of players continues, with both sources found profiling the same player.","evidenced-situation","40","S05","3","T06","SQ10","C093-I01","C073-I03; C085-I01; C011-I02","Outgrowing the words that first guided learning - Some learning starts with words said again and again until what they point to appears clearly. Later the words can be set aside, like a trail marker nobody needs once the path is worn.","Interpretation, not a finding. Reported activity: Temple service and processions, weddings, and the teaching itself, in which rhythmic syllables are spoken before they are played.","Develops the season's contrast. (Proposal.)","P5","fixed-date","Temple festival calendar.","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether any of the players named in the reporting are currently based in Jaffna and would take part. Both sources profile the same person, which is not two sources on the tradition's state."
"ST-036","SL-SQ09-003","The night a dancer is allowed to wear it","Kandyan dance students and their teachers prepare for the ves mangalya, the ritual published accounts describe as granting a male dancer permission to wear the full costume, though whether one is scheduled within a filming window, or may be filmed, is unknown.","evidenced-situation","41","S05","4","T06","SQ09","C088-I03","C016-I01; C094-I03; C073-I03","Mastering a stage at will before moving on - Reaching a level once is not the same as commanding it. The source treats a stage as secured only when it can be entered, held, left and reviewed whenever one chooses. Only then is the next stage attempted.","Interpretation, not a finding. Reported activity: Class, rehearsal, the preparation of the costume, and the initiation itself.","Develops the season's contrast. (Proposal.)","P3","fixed-date","An initiation happens on a set date.","standalone","ST-007; ST-010","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether a ves mangalya is scheduled within a filming window, and whether the ritual may be filmed at all. Parts of it may not be."
"ST-041","SL-SQ10-005","An exam taken at ten","Children around ten and their families work through tuition classes toward the Grade 5 scholarship examination, which recent research reports is associated with anxiety, amid a public argument over abolition or reform whose current legal outcome is not established.","evidenced-situation","42","S05","5","T06","SQ10","C001-I02","C094-I03; C087-I01; C076-I01","Learning for a title instead of for change - People can study something meant to change how they live, but pursue it for recognition, positions or honour. The learning then grows while the change it promised does not.","Interpretation, not a finding. Reported activity: Tuition classes, home study, the exam day, and the results.","Develops the season's contrast. (Proposal.)","P7","fixed-date","The examination is held annually.","standalone","ST-044","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether the abolition was ever enacted. The sources conflict, and the current legal position has not been established."
"ST-044","SL-SQ10-008","Five grades in one room","In very small rural schools, some reportedly with 10 to 20 pupils, teachers move between grades as Budget 2025 funds a school-system review and allegations that schools face closure meet a ministry statement that no decision to close any school has been made.","evidenced-situation","43","S05","6","T06","SQ10","C096-I02","C085-I01; C013-I01; C001-I02","Fitting an explanation to where someone is confused - The same understanding can be taught in different shapes. Which helps depends on what a learner is confused about, and whether they need it short or detailed.","Interpretation, not a finding. Reported activity: A school day with a handful of children, the teacher moving between grades, and the journey some children make to get there.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","ST-041","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether any school has actually closed. The reporting and the ministry disagree, and that disagreement has not been resolved."
"ST-042","SL-SQ10-006","Training where there is nothing to train with","Young athletes and coaches outside the main cities train where peer-reviewed work records sport resources centralised in urban areas and most divisional secretaries lacking sufficient funding to identify talent, though no athlete, coach or club has been identified.","evidenced-situation","44","S05","7","T06","SQ10","C085-I01","C076-I01; C003-I02; C089-I01","A hard road does not mean slow understanding - How hard it is to keep practising something and how quickly understanding comes are two separate things. A person can struggle and still understand fast, or find the work easy and still understand slowly.","Interpretation, not a finding. Reported activity: Training sessions on whatever ground exists, a selection trial, and the travel between a village and a city meet.","Develops the season's contrast. (Proposal.)","P7","fixed-date","School season and the March big match.","standalone","none","not applicable","not applicable","in research","Source found through search","0","6","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 6 opened)","No athlete, coach or club has been identified. Without one this is a policy finding, not a documentary."
"ST-034","SL-SQ09-001","Not enough hands for the bark","Sector studies and press reporting describe a shortage of roughly 35,000 cinnamon peelers, linked to low pay and social stigma, leaving about 65 per cent of the crop harvested once a year rather than twice, as a training academy trains replacements.","evidenced-situation","45","S05","8","T06","SQ09","C089-I01","C084-I01; C073-I03","Having a skill but not reaching it in time - Doing something with time to prepare differs from doing it at once when a threat arrives. Using that speed to protect others is rarer still.","Interpretation, not a finding. Reported activity: Cutting, rubbing, slitting and peeling the bark; rolling quills; drying sheds; the training benches where new peelers learn on real sticks.","Develops the season's contrast. (Proposal.)","P2","seasonal","Peeling follows the harvest cycle.","standalone","ST-035","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Current (2026) peeler numbers and wage rates. The figures above come from different years and must not be presented as a single current picture."
"ST-010","SL-SQ02-005","One light and a great deal of sea","If the offshore Great Basses and Little Basses reef lighthouses, which published accounts state are staffed by keepers, are confirmed still staffed in 2026 and access is granted, the film would follow the keepers' routine and the relief run to the reef.","unverified-lead","46","S05","9","T01","SQ02","C094-I02","C013-I01; C001-I03","Watching one point to follow a whole movement - Following a moving thing along its whole path can scatter attention. Holding attention at the single place where the movement passes can let the whole of it be known without chasing it.","Interpretation, not a finding. Reported activity: The relief run out to the reef, the tower's routine, the sea, and the changeover of keepers.","Develops the season's contrast. (Proposal.)","P2","seasonal","The reef is only approachable in a short calm season.","standalone","ST-036","not applicable","not applicable","unverified","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Confirm the core situation (unverified lead)","Staffing, rotation length and whether access is ever granted. All unknown. The reef is also only approachable in a short calm season, which may make this impossible."
"ST-078","SL-SQ21-006","The building came back","The Jaffna Public Library, burned on the night of 31 May 1981 with a reported 97,000 volumes including ola-leaf manuscripts, was restored by 2003 but, accounts record, reopened largely without books, and its shelves now show what restoration cannot recover.","evidenced-situation","47","S05","10","T06","SQ21","C100-I02","C001-I01; C047-I01; C055-I01","Taking stock of what is gone and what remains - After a real turning point, it is possible to look back in separate ways: at what was achieved, at what it brought, at what has truly been left behind, and at what is still there.","Interpretation, not a finding. Reported activity: The reading rooms as they are used now, the catalogue, and whatever remains of the pre-1981 holdings.","Develops the season's contrast. (Proposal.)","P5","unconstrained","none","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","How many pre-1981 items survive, and whether any are catalogued as such. Attribution of responsibility for the burning is contested in the sources and must be reported as attributed, not asserted."
"ST-037","SL-SQ10-001","The last hana weavers of Henawala","In Henawala, Pata Dumbara, described as the last village in Sri Lanka where hana fibre weaving is still practised, published accounts state about 10 of roughly 95 to 100 families still weave, with several master weavers in their seventies and eighties.","evidenced-situation","48","S05","11","T06","SQ10","C100-I02","C073-I03; C039-I01","Taking stock of what is gone and what remains - After a real turning point, it is possible to look back in separate ways: at what was achieved, at what it brought, at what has truly been left behind, and at what is still there.","Interpretation, not a finding. Reported activity: Fibre extraction and preparation, dyeing, and weaving on traditional looms; the counting and naming of pattern motifs; the daily work of the remaining households.","Closes the season. Carries the shift: Some learning cannot be described, some cannot be examined, and some of what looks like arrival is a place you passed through. Also a proposed continuity anchor (rank 4). (Proposal.)","P3","unconstrained","none","proposed continuity anchor (rank 4, object continuity)","SEG-E100A","not applicable","object continuity (proposal): A woven hana piece is among the ten objects.","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","The 95-100 / 10 family figures are undated in the sources seen and must be re-counted on the ground. The community's own name for itself, and whether it wishes to be described by caste, must be settled with the community before anything is written."
"ST-050","SL-SQ12-003","A stall that gives away everything it makes","Dansal, temporary Vesak stalls set up by families, businesses, religious organisations and community groups, give away food and drink through volunteers who commonly donate their time and pay for the ingredients, though who funds a large one and what it costs is unknown.","evidenced-situation","49","S06","1","T07","SQ12","C005-I03","C011-I02; C074-I03; C005-I01","Feeding others for the joy of watching them - An act that looks like kindness, such as feeding an animal or a small child, can come from wanting to help or from the pleasure of watching. Caring for a beautiful creature can also shade into wanting to possess it.","Interpretation, not a finding. Reported activity: Cooking at scale through the night, the queue, the pandal being built, and the accounting that a group does afterwards.","Opens the season. Puts the season's question on the table: What is actually happening when somebody gives something away? (Proposal.)","P7","fixed-date","Vesak, in May.","standalone","ST-049","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Who funds a large dansal and what it costs. Sources are cultural guides and none addresses the money."
"ST-045","SL-SQ11-001","The stalls that stay open all night","Keepers of tea stalls and shops on the Sri Pada trail, described as open through the night, work a pilgrimage season from the Unduwap full moon in December to Vesak in May, after which the route is described as unlit and unstaffed.","evidenced-situation","50","S06","2","T07","SQ11","C005-I01","C005-I03; C023-I02","Same act, different reason - An ordinary act such as dressing, eating or earning money has no fixed character. What it becomes depends on what the person is trying to get from it.","Interpretation, not a finding. Reported activity: Carrying stock up the mountain, running a stall through the night, the continuous stream of climbers, and the closing of the route at the end of the season.","Develops the season's contrast. Also a proposed continuity anchor (rank 3). (Proposal.)","P3","fixed-date","Season from the December to the May full moon.","proposed continuity anchor (rank 3, revisited place)","SEG-E100A; ST-048","not applicable","revisited person or place (proposal): The Sri Pada trail is climbed once in season and once out of it. The empty climb belongs to Episode 100.","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Who holds the right to run a stall on the route, how it is allocated and what it costs. Nothing found."
"ST-049","SL-SQ12-002","Giving the thing you need","Blood donation in Sri Lanka is described as entirely voluntary and unpaid, with published figures putting around 450,000 units a year collected mostly through mobile camps at workplaces, schools and temples, each run by an organiser who has to persuade people.","evidenced-situation","51","S06","3","T07","SQ12","C059-I02","C005-I01; C011-I02","Giving away only what you would not keep - Two gifts of the same size can differ sharply. It matters whether the giver hands over what they would not want themselves, shares what they themselves use, or keeps the lesser part so that others get the better.","Interpretation, not a finding. Reported activity: Setting up a camp, the queue, the donation itself, the processing at the centre, and the campaign organisers who assemble donors.","Develops the season's contrast. (Proposal.)","P7","unconstrained","none","standalone","ST-050","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Who organises a given camp and why. Whether the 100 per cent voluntary figure holds for every component, including plasma."
"ST-046","SL-SQ11-002","Watering a tree for twenty-three centuries","At the Jaya Sri Maha Bodhi in Anuradhapura, custodians and ritual officers keep what published accounts describe as continuous care of the tree, from cleaning, watering and props to the Duruthu new-rice offering each January.","evidenced-situation","52","S06","4","T07","SQ11","C011-I02","C005-I01; C039-I01","Doing good by habit without asking why - A good act can be done sincerely and even gladly out of habit or custom, without reflecting on why it matters. The act is still good, but it rests on something other than understanding.","Interpretation, not a finding. Reported activity: Cleaning, watering, lamp lighting, the drummed processions of the seasonal observances, and the engineering of props and supports that keep the tree standing.","Develops the season's contrast. (Proposal.)","P6","fixed-date","Duruthu new-rice offering in January; observance before the April new year.","standalone","none","not applicable","not applicable","in research","Source found through search","0","2","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 2 opened)","Who the present custodians are, how the role is filled, and whether any of them would speak. Not established."
"ST-047","SL-SQ11-003","An obligation that used to go without saying","Published demographic work describes Sri Lanka as one of Asia's fastest-ageing populations, and research records that the custom of caring for elders in their adult children's homes is under strain as those children work abroad or far from home.","evidenced-situation","53","S06","5","T07","SQ11","C011-I02","C005-I02; C077-I02; C102-I01","Doing good by habit without asking why - A good act can be done sincerely and even gladly out of habit or custom, without reflecting on why it matters. The act is still good, but it rests on something other than understanding.","Interpretation, not a finding. Reported activity: A household where care is given, a video call, and whatever arrangements exist where no child is nearby.","Develops the season's contrast. (Proposal.)","P7","unknown","Place not established.","standalone","ST-060","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","No household has been identified. The percentages come from different sources and years and must not be presented as one series."
"ST-048","SL-SQ12-001","Paid to be photographed doing it","At Koggala, stilt fishermen are reported to charge visitors for photographs, some reportedly hiring the stilts from actual fishermen, in a practice described as largely a cultural performance, while some genuine stilt fishing is still said to happen in season.","evidenced-situation","54","S06","6","T07","SQ12","C097-I02","C084-I01; C020-I02","Accepting care meant for who you appear to be - Support, respect and gifts often come attached to a belief about the person receiving them. Accepting them while knowing the belief does not fit creates its own weight.","Interpretation, not a finding. Reported activity: Sitting the stilts at dawn and dusk, the negotiation with visitors, the huts where people wait, and whatever real fishing still happens.","Develops the season's contrast. (Proposal.)","P2","seasonal","none","standalone","ST-045","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether anyone at Koggala still fishes from stilts for a catch, and in which months. This decides whether the story has two sides or one."
"ST-053","SL-SQ14-001","Paid to guard what they used to sell","At Rekawa, published accounts record that a project begun in 1996 employed former turtle egg collectors as nest protectors and almost all nests were protected; whether protection outlasted the grants that paid for it, and what protectors earn now, is unanswered.","evidenced-situation","55","S06","7","T09","SQ14","C097-I03","C055-I01; C005-I01; C024-I02","Goodness that ends once its reward arrives - Good conduct kept as a means to something else has a built-in end point. It lasts until the reward is secured, or until keeping it costs more than the reward is worth.","Interpretation, not a finding. Reported activity: Night patrol of the beach, nest marking, the release, and the very different scene at a commercial hatchery.","Develops the season's contrast. (Proposal.)","P2","fixed-date","Nesting season.","standalone","ST-058","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether protection at Rekawa outlasted the grants that paid for it, and what the protectors earn now. This is the question the lead turns on and it has not been answered."
"ST-056","SL-SQ15-002","What happens underground when nobody is watching","Around Ratnapura, gem pit miners work on a traditional share system that published accounts describe as small partnerships of investors' money and miners' labour, with finds divided by agreement more often sealed by handshake than on paper.","evidenced-situation","56","S06","8","T09","SQ15","C023-I01","C024-I02; C052-I01; C020-I02","Holding back for self-respect or for reputation - People refrain from harmful acts for at least two different reasons. One is a sense of who they are (""someone like me does not do this""). The other is awareness of how others would see and judge them.","Interpretation, not a finding. Reported activity: Descending the pit, filling and hauling illam, washing and sorting at the surface, and the moment a stone is found.","Develops the season's contrast. (Proposal.)","P3","unconstrained","none","standalone","ST-055","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether the share figures still hold, and whether pits are licensed. The National Gem and Jewellery Authority licenses mining and that framework has not been checked."
"ST-058","SL-SQ15-004","A wire left in a tea estate","A peer-reviewed study of 17 years of leopard mortality records reports that wire snares accounted for 62.3 per cent of deaths and the central highlands for 46.9 per cent of records, while who sets the snares, and for what, is not established.","evidenced-situation","57","S06","9","T09","SQ15","C024-I01","C027-I01; C007-I01; C080-I03","Holding back from harm, with or without a promise - People stop themselves from harm in at least two ways: by responding to the moment when the chance arrives, or by holding to an earlier commitment even at a cost.","Interpretation, not a finding. Reported activity: Estate and forest edge, snare removal patrols, and the work that goes on in the same landscape every day.","Develops the season's contrast. (Proposal.)","P3","unconstrained","none","standalone","ST-053; ST-092","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Who sets the snares and what for. The study records the cause of death, not the intention behind it, and most snares are understood to be set for other animals. This distinction is the story and must not be collapsed."
"ST-054","SL-SQ14-002","Fifteen nautical miles","Off Mirissa, blue whales share waters with a busy shipping lane that published analysis says, if moved about 15 nautical miles south, would reduce collision risk by up to 95 per cent, a move the government has been called on to propose.","evidenced-situation","58","S06","10","T09","SQ14","C027-I01","C024-I03; C098-I01; C096-I01","Not harming is a different act from helping - Holding back from a particular wrong is a separate act, tied to a specific occasion, and is not produced by doing good deeds such as giving or kind speech.","Interpretation, not a finding. Reported activity: The pre-dawn departure of the watching fleet, the whales themselves, the ships on the horizon, and the science that produced the 15-mile figure.","Closes the season. Carries the shift: The same act carries different reasons, and some restraint is indistinguishable from generosity until you ask who is watching. (Proposal.)","P2","fixed-date","Whale season off the south coast.","standalone","none","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Whether Sri Lanka has submitted any proposal to the International Maritime Organization, and what the current regulatory position on whale-watching boats is. Neither was established."
"ST-057","SL-SQ15-003","What the seniors do because the seniors did it","After a Supreme Court judgment of 9 July 2025 directed at ending ragging in state universities, the Ministry of Higher Education and the University Grants Commission had six months to report back on enforcement, and whether they did has not been checked.","evidenced-situation","59","S07","1","T09","SQ15","C082-I02","C086-I02; C023-I01; C084-I01","How one crossed line makes the next easier - Once a person has done serious harm, restraint elsewhere can loosen too. A wrong already done becomes a strong support for further wrongs, of the same kind and of other kinds.","Interpretation, not a finding. Reported activity: A campus at the start of an academic year, an orientation, a disciplinary process, and the court reporting deadline.","Opens the season. Puts the season's question on the table: How does something held in common become something that can be taken? (Proposal.)","P7","fixed-date","Start of an academic year.","standalone","none","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether the ministry and the UGC reported on time, and what changed. That is checkable and has not been checked."
"ST-091","SL-SQ23-004","Whose forest the field is","In Monaragala district, academic work records chena cultivators reporting wildlife damage, legal action by the Forest Department and drought among their main problems, with around 74 per cent of respondents willing to continue because they have no alternative livelihood.","evidenced-situation","60","S07","2","T09","SQ23","C006-I02","C052-I01; C098-I01","The belief that makes taking seem fair - Desire can be joined by a belief that removes the sense of wrongdoing, so the act feels permitted or even deserved.","Interpretation, not a finding. Reported activity: Clearing and burning before the north-east monsoon, sowing sesame, kurakkan, cowpea and maize, guarding against wildlife, and the harvest.","Develops the season's contrast. (Proposal.)","P4","fixed-date","Clearing and burning before the north-east monsoon.","standalone","ST-014","not applicable","not applicable","in research","Source found through search","0","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 3 opened)","Whether any of the filmed cultivation would be legally exposed. This decides whether the story can be made at all without putting a household at risk of prosecution."
"ST-055","SL-SQ15-001","What the river is worth by night","Along the Deduru Oya, newspaper investigation describes more than two decades of illegal sand mining deepening the river bed, eroding banks and damaging livelihoods, despite a 2004 Supreme Court ban that published analysis records as weakly enforced.","evidenced-situation","61","S07","3","T09","SQ15","C082-I02","C023-I01; C098-I01; C052-I01","How one crossed line makes the next easier - Once a person has done serious harm, restraint elsewhere can loosen too. A wrong already done becomes a strong support for further wrongs, of the same kind and of other kinds.","Interpretation, not a finding. Reported activity: River banks with visible scour, dug wells, night haulage, and the work of the community groups and officials who try to stop it.","Develops the season's contrast. (Proposal.)","P6","unconstrained","none","standalone","ST-056","not applicable","not applicable","in research","Source found through search","0","4","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (0 of 4 opened)","Nothing about the present operators is established, and the word mafia comes from a newspaper headline, not from a finding."
"ST-088","SL-SQ23-001","Permits, cane and a road that used to be busy","A newspaper investigation, with figures from 2015, reported the cane-craft village of Weweldeniya and Radawadunna, on the Colombo-Kandy road, shrinking from roughly 1,500 families a decade earlier to about 20 active ones, with raw cane requiring government permits.","evidenced-situation","62","S07","4","T14","SQ23","C052-I01","C098-I01; C080-I03","When stockpiling turns shared plenty into boundaries - When people move from taking what they need to storing up, something held in common can start to seem scarce. It gets divided, and division makes it possible to take what is someone else's.","Interpretation, not a finding. Reported activity: Soaking, splitting and weaving cane; a roadside shopping strip with most shops closed; permit paperwork; transport of raw cane from other districts.","Develops the season's contrast. (Proposal.)","P1","unconstrained","none","standalone","ST-095","not applicable","not applicable","in research","Source found through search","1","3","not reviewed","no","none","none","contact made: no; filming access: none; consent: none","Open and check sources (1 of 3 opened)","Every figure is from 2015 and must be re-counted for 2026. The allegation about political access to permits is an allegation reported by a newspaper; it is not established and must not be repeated as fact or put to anyone on camera as though it were."
